telemetry_id,timestamp,equipment_id,model,longitude,engine_status,engine_hours,operating_hours,utilization_pct,maintenance_status,rental_id,vendor_name,checkout_datetime,expected_return_datetime,fuel_efficiency_liters_per_operating_hour,anomaly_injected,checkin_datetime,rental_status_generated
T0038882,2026-03-11 12:34:00,EQX0107,SANY STC,73.857422,Running,10.24,8.41,82.13,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,12.29845422116528,False,2026-09-06 06:16:58.059181882,on_time
T0038883,2026-03-12 08:32:00,EQX0107,SANY STC,73.856171,Running,5.41,4.71,87.02,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,14.900212314225056,False,2026-09-06 06:16:58.059181882,on_time
T0038884,2026-03-13 06:41:00,EQX0107,SANY STC,73.857697,Running,7.61,4.79,63.0,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,19.258872651356995,False,2026-09-06 06:16:58.059181882,on_time
T0038885,2026-03-14 19:28:00,EQX0107,SANY STC,73.858793,Running,8.47,6.63,78.19,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,16.167420814479637,False,2026-09-06 06:16:58.059181882,on_time
T0038886,2026-03-15 10:40:00,EQX0107,SANY STC,73.855663,Off,2.68,1.39,51.86,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,20.67625899280576,False,2026-09-06 06:16:58.059181882,on_time
T0038887,2026-03-16 15:24:00,EQX0107,SANY STC,73.858353,Running,11.43,8.07,70.65,Service Due,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,14.256505576208175,False,2026-09-06 06:16:58.059181882,on_time
T0038888,2026-03-17 17:06:00,EQX0107,SANY STC,73.856134,Running,9.62,7.78,80.86,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,13.334190231362468,False,2026-09-06 06:16:58.059181882,on_time
T0038889,2026-03-18 07:31:00,EQX0107,SANY STC,73.856674,Running,8.04,5.56,69.24,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,12.008992805755396,False,2026-09-06 06:16:58.059181882,on_time
T0038890,2026-03-19 06:29:00,EQX0107,SANY STC,73.860482,Running,8.43,5.59,66.37,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,17.567084078711986,False,2026-09-06 06:16:58.059181882,on_time
T0038891,2026-03-20 13:58:00,EQX0107,SANY STC,73.858463,Off,2.72,1.17,43.05,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,13.205128205128206,False,2026-09-06 06:16:58.059181882,on_time
T0038892,2026-03-21 19:06:00,EQX0107,SANY STC,73.854838,Running,11.25,7.93,70.51,Service Due,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,13.489281210592686,False,2026-09-06 06:16:58.059181882,on_time
T0038893,2026-03-22 19:30:00,EQX0107,SANY STC,73.857351,Running,7.43,4.6,61.97,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,14.42826086956522,False,2026-09-06 06:16:58.059181882,on_time
T0038894,2026-03-23 15:24:00,EQX0107,SANY STC,73.855887,Off,0.0,0.0,0.0,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,,False,2026-09-06 06:16:58.059181882,on_time
T0038895,2026-03-24 19:10:00,EQX0107,SANY STC,73.858966,Off,1.92,0.78,40.75,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,19.76923076923077,False,2026-09-06 06:16:58.059181882,on_time
T0038896,2026-03-25 17:08:00,EQX0107,SANY STC,73.856445,Running,6.82,6.17,90.54,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,15.309562398703402,False,2026-09-06 06:16:58.059181882,on_time
T0038897,2026-03-26 06:09:00,EQX0107,SANY STC,73.860652,Running,1.06,0.59,55.83,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,16.33898305084746,False,2026-09-06 06:16:58.059181882,on_time
T0038898,2026-03-27 10:22:00,EQX0107,SANY STC,73.855407,Running,7.2,3.24,45.01,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,18.04629629629629,False,2026-09-06 06:16:58.059181882,on_time
T0038899,2026-03-28 11:33:00,EQX0107,SANY STC,73.859426,Running,8.0,7.08,88.43,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,18.40395480225989,False,2026-09-06 06:16:58.059181882,on_time
T0038900,2026-03-29 16:35:00,EQX0107,SANY STC,73.852188,Off,3.51,0.15,4.37,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,97.33333333333331,False,2026-09-06 06:16:58.059181882,on_time
T0038901,2026-03-30 10:11:00,EQX0107,SANY STC,73.859448,Running,6.85,6.59,96.15,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,16.07435508345979,False,2026-09-06 06:16:58.059181882,on_time
T0038902,2026-03-31 12:43:00,EQX0107,SANY STC,73.857506,Running,6.27,5.16,82.28,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,11.637596899224803,False,2026-09-06 06:16:58.059181882,on_time
T0038903,2026-04-01 09:09:00,EQX0107,SANY STC,73.858137,Off,1.04,0.3,29.19,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,18.366666666666667,False,2026-09-06 06:16:58.059181882,on_time
T0038904,2026-04-02 14:43:00,EQX0107,SANY STC,73.856829,Running,10.37,6.86,66.2,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,19.59037900874636,False,2026-09-06 06:16:58.059181882,on_time
T0038905,2026-04-03 09:48:00,EQX0107,SANY STC,73.85525,Running,7.72,5.79,75.0,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,18.76856649395509,False,2026-09-06 06:16:58.059181882,on_time
T0038906,2026-04-04 19:59:00,EQX0107,SANY STC,73.854851,Running,7.02,4.04,57.5,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,17.383663366336634,False,2026-09-06 06:16:58.059181882,on_time
T0038907,2026-04-05 16:25:00,EQX0107,SANY STC,73.857051,Running,7.0,5.72,81.75,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,15.875874125874128,False,2026-09-06 06:16:58.059181882,on_time
T0038908,2026-04-06 17:29:00,EQX0107,SANY STC,73.855871,Running,8.19,5.31,64.76,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,14.131826741996235,False,2026-09-06 06:16:58.059181882,on_time
T0038909,2026-04-07 11:30:00,EQX0107,SANY STC,73.854815,Running,8.16,5.84,71.55,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,11.537671232876711,False,2026-09-06 06:16:58.059181882,on_time
T0038910,2026-04-08 18:04:00,EQX0107,SANY STC,73.856705,Running,9.5,7.58,79.74,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,16.775725593667545,False,2026-09-06 06:16:58.059181882,on_time
T0038911,2026-04-09 13:49:00,EQX0107,SANY STC,73.860082,Running,11.68,7.65,65.48,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,13.644444444444444,False,2026-09-06 06:16:58.059181882,on_time
T0038912,2026-04-10 13:34:00,EQX0107,SANY STC,73.856514,Running,7.01,4.87,69.54,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,11.546201232032852,False,2026-09-06 06:16:58.059181882,on_time
T0038913,2026-04-11 08:09:00,EQX0107,SANY STC,73.852631,Running,9.93,8.35,84.05,Service Due,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,12.685029940119762,False,2026-09-06 06:16:58.059181882,on_time
T0038914,2026-04-12 15:51:00,EQX0107,SANY STC,73.863271,Running,9.49,7.27,76.62,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,15.202200825309491,False,2026-09-06 06:16:58.059181882,on_time
T0038915,2026-04-13 10:27:00,EQX0107,SANY STC,73.855353,Off,3.09,0.1,3.3,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,73.39999999999999,False,2026-09-06 06:16:58.059181882,on_time
T0038916,2026-04-14 07:25:00,EQX0107,SANY STC,73.857307,Running,8.7,6.8,78.21,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,16.58970588235294,False,2026-09-06 06:16:58.059181882,on_time
T0038917,2026-04-15 17:50:00,EQX0107,SANY STC,73.858423,Running,12.41,9.46,76.23,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,12.062367864693446,False,2026-09-06 06:16:58.059181882,on_time
T0038918,2026-04-16 11:48:00,EQX0107,SANY STC,73.857205,Running,7.92,5.85,73.87,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,17.345299145299148,False,2026-09-06 06:16:58.059181882,on_time
T0038919,2026-04-17 16:59:00,EQX0107,SANY STC,73.858537,Running,11.25,7.31,64.98,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,17.820793433652533,False,2026-09-06 06:16:58.059181882,on_time
T0038920,2026-04-18 16:42:00,EQX0107,SANY STC,73.85922,Running,10.32,9.92,96.13,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,13.325604838709678,False,2026-09-06 06:16:58.059181882,on_time
T0038921,2026-04-19 06:27:00,EQX0107,SANY STC,73.857306,Off,1.57,0.0,0.0,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,,False,2026-09-06 06:16:58.059181882,on_time
T0038922,2026-04-20 09:36:00,EQX0107,SANY STC,73.85444,Running,7.56,6.09,80.53,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,15.354679802955664,False,2026-09-06 06:16:58.059181882,on_time
T0038923,2026-04-21 18:06:00,EQX0107,SANY STC,73.856767,Running,7.88,6.68,84.79,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,15.12125748502994,False,2026-09-06 06:16:58.059181882,on_time
T0038924,2026-04-22 11:59:00,EQX0107,SANY STC,73.858832,Running,4.67,3.46,74.15,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,14.53757225433526,False,2026-09-06 06:16:58.059181882,on_time
T0038925,2026-04-23 17:19:00,EQX0107,SANY STC,73.856851,Off,0.8,0.75,94.22,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,15.986666666666666,False,2026-09-06 06:16:58.059181882,on_time
T0038926,2026-04-24 08:12:00,EQX0107,SANY STC,73.857847,Off,0.36,0.0,0.0,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,,False,2026-09-06 06:16:58.059181882,on_time
T0038927,2026-04-25 08:25:00,EQX0107,SANY STC,73.854871,Off,0.96,0.0,0.0,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,,False,2026-09-06 06:16:58.059181882,on_time
T0038928,2026-04-26 19:38:00,EQX0107,SANY STC,73.855684,Running,7.76,3.58,46.11,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,15.276536312849162,False,2026-09-06 06:16:58.059181882,on_time
T0038929,2026-04-27 13:30:00,EQX0107,SANY STC,73.854596,Running,11.07,7.16,64.68,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,12.891061452513966,False,2026-09-06 06:16:58.059181882,on_time
T0038930,2026-04-28 14:37:00,EQX0107,SANY STC,73.855764,Running,8.09,5.52,68.2,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,13.153985507246375,False,2026-09-06 06:16:58.059181882,on_time
T0038931,2026-04-29 06:50:00,EQX0107,SANY STC,73.85494,Running,7.73,4.84,62.66,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,15.53719008264463,False,2026-09-06 06:16:58.059181882,on_time
T0038932,2026-04-30 10:06:00,EQX0107,SANY STC,73.85943,Off,4.88,1.66,33.99,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,16.042168674698797,False,2026-09-06 06:16:58.059181882,on_time
T0038933,2026-05-01 10:16:00,EQX0107,SANY STC,73.855251,Running,6.54,6.33,96.81,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,12.27172195892575,False,2026-09-06 06:16:58.059181882,on_time
T0038934,2026-05-02 07:25:00,EQX0107,SANY STC,73.855908,Running,5.96,4.88,81.87,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,13.737704918032788,False,2026-09-06 06:16:58.059181882,on_time
T0038935,2026-05-03 08:28:00,EQX0107,SANY STC,73.858327,Running,7.86,6.26,79.55,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,14.354632587859426,False,2026-09-06 06:16:58.059181882,on_time
T0038936,2026-05-04 16:41:00,EQX0107,SANY STC,73.852246,Running,7.81,5.67,72.6,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,11.291005291005291,False,2026-09-06 06:16:58.059181882,on_time
T0038937,2026-05-05 08:14:00,EQX0107,SANY STC,80.269318,Running,7.94,6.84,86.18,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,10.584795321637428,False,2026-09-06 06:16:58.059181882,on_time
T0038938,2026-05-06 10:07:00,EQX0107,SANY STC,73.860066,Off,3.43,1.22,35.73,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,13.86065573770492,False,2026-09-06 06:16:58.059181882,on_time
T0038939,2026-05-07 16:51:00,EQX0107,SANY STC,73.856884,Off,3.74,1.7,45.45,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,18.929411764705883,False,2026-09-06 06:16:58.059181882,on_time
T0038940,2026-05-08 06:16:00,EQX0107,SANY STC,73.853376,Running,9.19,6.78,73.71,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,12.86283185840708,False,2026-09-06 06:16:58.059181882,on_time
T0038941,2026-05-09 15:14:00,EQX0107,SANY STC,73.856966,Running,6.62,3.36,50.84,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,19.824404761904763,False,2026-09-06 06:16:58.059181882,on_time
T0038942,2026-05-10 14:44:00,EQX0107,SANY STC,73.85492,Running,6.34,4.75,74.9,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,15.585263157894737,False,2026-09-06 06:16:58.059181882,on_time
T0038943,2026-05-11 19:36:00,EQX0107,SANY STC,73.852897,Running,6.72,5.12,76.22,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,17.73046875,False,2026-09-06 06:16:58.059181882,on_time
T0038944,2026-05-12 10:10:00,EQX0107,SANY STC,73.862679,Running,5.58,5.48,98.21,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,18.031021897810216,False,2026-09-06 06:16:58.059181882,on_time
T0038945,2026-05-13 13:19:00,EQX0107,SANY STC,73.856399,Running,4.77,4.67,97.9,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,14.310492505353318,False,2026-09-06 06:16:58.059181882,on_time
T0038946,2026-05-14 13:15:00,EQX0107,SANY STC,73.854632,Running,6.09,3.39,55.68,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,17.050147492625367,False,2026-09-06 06:16:58.059181882,on_time
T0038947,2026-05-15 13:12:00,EQX0107,SANY STC,73.860161,Running,5.76,2.5,43.36,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,17.252000000000002,False,2026-09-06 06:16:58.059181882,on_time
T0038948,2026-05-16 07:34:00,EQX0107,SANY STC,73.860552,Running,11.55,7.74,67.05,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,14.122739018087856,False,2026-09-06 06:16:58.059181882,on_time
T0038949,2026-05-17 09:41:00,EQX0107,SANY STC,73.858338,Running,8.15,6.34,77.83,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,11.627760252365931,False,2026-09-06 06:16:58.059181882,on_time
T0038950,2026-05-18 08:38:00,EQX0107,SANY STC,73.852192,Running,13.71,10.5,76.58,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,18.14952380952381,False,2026-09-06 06:16:58.059181882,on_time
T0038951,2026-05-19 07:16:00,EQX0107,SANY STC,73.860991,Running,6.4,3.61,56.37,Service Due,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,16.32409972299169,False,2026-09-06 06:16:58.059181882,on_time
T0038952,2026-05-20 19:07:00,EQX0107,SANY STC,73.852774,Running,7.53,5.53,73.37,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,15.432188065099458,False,2026-09-06 06:16:58.059181882,on_time
T0038953,2026-05-21 19:33:00,EQX0107,SANY STC,73.861348,Off,1.08,0.6,55.23,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,18.633333333333333,False,2026-09-06 06:16:58.059181882,on_time
T0038954,2026-05-22 18:08:00,EQX0107,SANY STC,73.855887,Off,1.41,1.12,79.61,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,13.883928571428571,False,2026-09-06 06:16:58.059181882,on_time
T0038955,2026-05-23 08:19:00,EQX0107,SANY STC,73.857192,Off,0.72,0.72,100.0,Service Due,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,14.444444444444445,False,2026-09-06 06:16:58.059181882,on_time
T0038956,2026-05-24 07:41:00,EQX0107,SANY STC,73.853556,Running,9.16,7.08,77.24,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,13.199152542372882,False,2026-09-06 06:16:58.059181882,on_time
T0038957,2026-05-25 19:26:00,EQX0107,SANY STC,73.854347,Running,8.69,6.51,74.96,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,16.712749615975422,False,2026-09-06 06:16:58.059181882,on_time
T0038958,2026-05-26 12:30:00,EQX0107,SANY STC,73.856941,Running,9.25,7.53,81.4,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,10.91633466135458,False,2026-09-06 06:16:58.059181882,on_time
T0038959,2026-05-27 11:03:00,EQX0107,SANY STC,73.852843,Running,6.74,5.08,75.41,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,18.70472440944882,False,2026-09-06 06:16:58.059181882,on_time
T0038960,2026-05-28 14:53:00,EQX0107,SANY STC,73.859037,Running,8.14,7.12,87.45,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,10.566011235955056,False,2026-09-06 06:16:58.059181882,on_time
T0038961,2026-05-29 17:31:00,EQX0107,SANY STC,73.854732,Off,3.04,0.55,18.2,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,26.47272727272728,False,2026-09-06 06:16:58.059181882,on_time
T0038962,2026-05-30 08:17:00,EQX0107,SANY STC,80.268157,Running,6.85,3.63,52.98,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,17.336088154269973,False,2026-09-06 06:16:58.059181882,on_time
T0038963,2026-05-31 13:34:00,EQX0107,SANY STC,73.850007,Off,0.78,0.0,0.0,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,,False,2026-09-06 06:16:58.059181882,on_time
T0038964,2026-06-01 07:24:00,EQX0107,SANY STC,73.857483,Running,6.99,6.89,98.57,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,10.952104499274313,False,2026-09-06 06:16:58.059181882,on_time
T0038965,2026-06-02 17:45:00,EQX0107,SANY STC,73.855646,Running,6.86,5.7,83.04,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,13.2,False,2026-09-06 06:16:58.059181882,on_time
T0038966,2026-06-03 12:14:00,EQX0107,SANY STC,73.855829,Running,8.61,8.51,98.84,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,16.565217391304348,False,2026-09-06 06:16:58.059181882,on_time
T0038967,2026-06-04 07:27:00,EQX0107,SANY STC,73.856991,Off,2.25,0.0,0.0,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,,False,2026-09-06 06:16:58.059181882,on_time
T0038968,2026-06-05 07:46:00,EQX0107,SANY STC,73.855564,Running,6.1,5.06,82.99,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,15.915019762845851,False,2026-09-06 06:16:58.059181882,on_time
T0038969,2026-06-06 17:49:00,EQX0107,SANY STC,73.854579,Off,0.22,0.0,0.0,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,,False,2026-09-06 06:16:58.059181882,on_time
T0038970,2026-06-07 07:47:00,EQX0107,SANY STC,73.854882,Off,2.46,0.78,31.49,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,20.01282051282051,False,2026-09-06 06:16:58.059181882,on_time
T0038971,2026-06-08 16:08:00,EQX0107,SANY STC,73.855546,Running,8.15,8.05,98.77,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,10.921739130434782,False,2026-09-06 06:16:58.059181882,on_time
T0038972,2026-06-09 13:58:00,EQX0107,SANY STC,73.855096,Off,1.67,1.0,59.6,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,20.86,False,2026-09-06 06:16:58.059181882,on_time
T0038973,2026-06-10 18:19:00,EQX0107,SANY STC,73.857201,Running,5.96,3.96,66.4,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,19.16919191919192,False,2026-09-06 06:16:58.059181882,on_time
T0038974,2026-06-11 11:26:00,EQX0107,SANY STC,73.859838,Running,10.03,7.34,73.25,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,14.235694822888282,False,2026-09-06 06:16:58.059181882,on_time
T0038975,2026-06-12 06:32:00,EQX0107,SANY STC,73.857606,Off,2.66,1.14,43.02,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,14.728070175438598,False,2026-09-06 06:16:58.059181882,on_time
T0038976,2026-06-13 16:48:00,EQX0107,SANY STC,73.860748,Running,10.13,7.75,76.45,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,12.630967741935484,False,2026-09-06 06:16:58.059181882,on_time
T0038977,2026-06-14 12:36:00,EQX0107,SANY STC,73.860804,Off,2.82,0.0,0.0,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,,False,2026-09-06 06:16:58.059181882,on_time
T0038978,2026-06-15 07:34:00,EQX0107,SANY STC,73.860437,Running,7.36,6.04,82.06,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,10.917218543046356,False,2026-09-06 06:16:58.059181882,on_time
T0038979,2026-06-16 15:12:00,EQX0107,SANY STC,73.861334,Running,9.89,8.14,82.36,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,12.734643734643733,False,2026-09-06 06:16:58.059181882,on_time
T0038980,2026-06-17 16:03:00,EQX0107,SANY STC,73.857004,Running,8.1,5.89,72.77,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,12.499151103565367,False,2026-09-06 06:16:58.059181882,on_time
T0038981,2026-06-18 16:13:00,EQX0107,SANY STC,73.861767,Running,8.15,8.05,98.77,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,14.257142857142856,False,2026-09-06 06:16:58.059181882,on_time
T0038982,2026-06-19 07:34:00,EQX0107,SANY STC,73.857832,Running,6.83,4.76,69.71,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,13.705882352941176,False,2026-09-06 06:16:58.059181882,on_time
T0038983,2026-06-20 08:29:00,EQX0107,SANY STC,73.854764,Off,3.38,1.18,35.04,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,22.45762711864407,False,2026-09-06 06:16:58.059181882,on_time
T0038984,2026-06-21 18:02:00,EQX0107,SANY STC,73.855666,Off,2.5,1.17,46.76,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,15.31623931623932,False,2026-09-06 06:16:58.059181882,on_time
T0038985,2026-06-22 15:39:00,EQX0107,SANY STC,73.852083,Running,9.35,5.26,56.33,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,19.224334600760457,False,2026-09-06 06:16:58.059181882,on_time
T0038986,2026-06-23 15:09:00,EQX0107,SANY STC,73.854363,Running,8.21,7.79,94.97,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,10.84852374839538,False,2026-09-06 06:16:58.059181882,on_time
T0038987,2026-06-24 17:19:00,EQX0107,SANY STC,73.856189,Running,8.15,6.33,77.69,Good,RNT010809,Vendor 030,2026-09-04 13:33:34.305669658,2026-09-06 07:14:28.220099872,15.187993680884675,False,2026-09-06 06:16:58.059181882,on_time
